t_rec,ts_epoch,count,dt,pps,position,current,is_left,angle_forward,angle_abduction,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,state_servo,state_gait
0.020004000000000133,1760522891.519047,71913.0,20004.0,45.0,8.200691223144531,6.387192115653306e-06,0,-5.571809768676758,11.206724166870117,-0.12996654212474823,-0.9713810682296753,0.19881506264209747,-0.7779150009155273,0.8577918410301208,-2.079324722290039,0,3
0.04000400000000326,1760522891.5376582,71914.0,20000.0,45.0,8.200691223144531,5.748472631239565e-06,0,-5.580721378326416,11.190281867980957,-0.13005352020263672,-0.9715198874473572,0.19807857275009155,-1.162480115890503,0.5527067184448242,-1.6400361061096191,0,3
0.06000800000000339,1760522891.555934,71915.0,20004.0,45.0,8.200691223144531,5.173625140741933e-06,0,-5.5978193283081055,11.166230201721191,-0.13083235919475555,-0.9716979265213013,0.19668792188167572,-1.4850260019302368,0.2635880708694458,-1.257900595664978,0,3
0.08002000000000464,1760522891.567963,71916.0,20012.0,45.0,8.200691223144531,4.65626271761721e-06,0,-5.621609687805176,11.13545036315918,-0.13216784596443176,-0.9718406200408936,0.19508317112922668,-1.758397102355957,0.004368424415588379,-0.9767643809318542,0,3
0.10002800000000178,1760522891.625411,71918.0,20008.0,45.0,8.200691223144531,3.771572664845735e-06,0,-5.67907190322876,11.058798789978027,-0.13538908958435059,-0.9719883799552917,0.19211561977863312,-2.1419878005981445,-0.466248482465744,-0.8253937363624573,0,3
0.12003599999999892,1760522891.6795242,71919.0,20008.0,45.0,7.993080139160156,3.394415216462221e-06,0,-5.707573890686035,11.016047477722168,-0.13699010014533997,-0.972102165222168,0.19039741158485413,-2.2045865058898926,-0.7430737018585205,-0.9359456300735474,0,3
0.1400560000000013,1760522891.689616,71920.0,20020.0,45.0,8.200691223144531,3.0549736038665287e-06,0,-5.734230041503906,10.972860336303711,-0.1387053281068802,-0.9722622632980347,0.18832628428936005,-2.1486973762512207,-1.0576258897781372,-1.1008057594299316,0,3
0.16005600000000442,1760522891.691029,71921.0,20000.0,45.0,8.200691223144531,2.7494761525304057e-06,0,-5.759663105010986,10.931307792663574,-0.14061196148395538,-0.9724612236022949,0.18586933612823486,-1.964660882949829,-1.3571417331695557,-1.2466459274291992,0,3
0.18006400000000156,1760522891.725618,71922.0,20008.0,45.0,8.200691223144531,2.47452840085316e-06,0,-5.785569667816162,10.893513679504395,-0.14267387986183167,-0.972662091255188,0.18322841823101044,-1.6598130464553833,-1.5542982816696167,-1.3161804676055908,0,3
0.2000719999999987,1760522891.73469,71923.0,20008.0,45.0,8.200691223144531,2.2270755835052114e-06,0,-5.813695430755615,10.861806869506836,-0.14467673003673553,-0.9727908968925476,0.18095985054969788,-1.2546859979629517,-1.5567474365234375,-1.2932183742523193,0,3
0.22007200000000182,1760522891.7359302,71924.0,20000.0,45.0,8.200691223144531,2.0043680706294253e-06,0,-5.844746112823486,10.83818244934082,-0.14630524814128876,-0.972832977771759,0.1794172078371048,-0.7846215963363647,-1.3037145137786865,-1.2106621265411377,0,3
0.24008800000000008,1760522891.78319,71925.0,20016.0,45.0,8.200691223144531,1.8039312408291153e-06,0,-5.878060340881348,10.823390007019043,-0.14737683534622192,-0.9728443026542664,0.17847666144371033,-0.30331993103027344,-0.8198855519294739,-1.1263489723205566,0,3
0.26010000000000133,1760522891.796746,71926.0,20012.0,45.0,8.200691223144531,1.6235380826401524e-06,0,-5.911985874176025,10.816793441772461,-0.14786532521247864,-0.9728604555130005,0.17798404395580292,0.12860313057899475,-0.22794467210769653,-1.0897250175476074,0,3
0.28010799999999847,1760522891.804283,71927.0,20008.0,45.0,8.200691223144531,1.461184183426667e-06,0,-5.944392681121826,10.817025184631348,-0.14783544838428497,-0.9728559255599976,0.17803362011909485,0.46725672483444214,0.3215214014053345,-1.1308739185333252,0,3
0.3001119999999986,1760522891.839278,71928.0,20004.0,45.0,8.200691223144531,1.3150656741345301e-06,0,-5.973154067993164,10.822649955749512,-0.14743787050247192,-0.9727784991264343,0.1787852644920349,0.6981245875358582,0.7289212346076965,-1.261123538017273,0,3
0.32012399999999985,1760522891.848455,71929.0,20012.0,45.0,8.200691223144531,1.1835591067210771e-06,0,-5.996756076812744,10.832084655761719,-0.14690347015857697,-0.9726137518882751,0.180116206407547,0.8191717863082886,0.9654513001441956,-1.4650770425796509,0,3
0.340128,1760522891.849738,71930.0,20004.0,45.0,8.200691223144531,1.0652031505742343e-06,0,-6.014875411987305,10.843015670776367,-0.14647188782691956,-0.9724047183990479,0.1815902292728424,0.8172096014022827,1.0513157844543457,-1.697212815284729,0,3
0.36014000000000124,1760522891.896929,71931.0,20012.0,45.0,8.200691223144531,9.586827900420758e-07,0,-6.028491497039795,10.852513313293457,-0.14628897607326508,-0.9721892476081848,0.18288683891296387,0.677586555480957,1.0347192287445068,-1.899613618850708,0,3
0.3801479999999984,1760522891.915571,71932.0,20008.0,45.0,8.200691223144531,8.628144883005007e-07,0,-6.039601802825928,10.858041763305664,-0.14641374349594116,-0.971967339515686,0.1839635968208313,0.41979819536209106,0.9766284823417664,-2.022895336151123,0,3
0.4001599999999996,1760522891.916814,71933.0,20012.0,45.0,8.200691223144531,7.765329996800574e-07,0,-6.050728797912598,10.858473777770996,-0.14684981107711792,-0.9717361330986023,0.18483507633209229,0.11224365234375,0.9344555735588074,-2.038386821746826,0,3
0.42016399999999976,1760522891.9417999,71934.0,20004.0,45.0,8.408304214477539,6.988796599216585e-07,0,-6.064205646514893,10.854490280151367,-0.14750312268733978,-0.9715030789375305,0.18553860485553741,-0.15602286159992218,0.9577658772468567,-1.9476500749588013,0,3
0.4401640000000029,1760522892.02057,71936.0,20000.0,45.0,8.200691223144531,5.660925239681092e-07,0,-6.103297233581543,10.841041564941406,-0.1490006148815155,-0.9710521697998047,0.18669918179512024,-0.3931649327278137,1.268052101135254,-1.5878113508224487,0,3
0.46017600000000414,1760522892.033087,71937.0,20012.0,45.0,8.408304214477539,5.094832431495888e-07,0,-6.12849760055542,10.83431339263916,-0.14951489865779877,-0.9709158539772034,0.18699631094932556,-0.4050029218196869,1.4822819232940674,-1.4194961786270142,0,3
0.4801840000000013,1760522892.034524,71938.0,20008.0,45.0,8.200691223144531,0.004883272107690573,0,-6.1551666259765625,10.827800750732422,-0.14960789680480957,-0.9708946943283081,0.18703190982341766,-0.4031664729118347,1.6579501628875732,-1.3244967460632324,0,3
0.5001840000000044,1760522892.035776,71939.0,20000.0,45.0,8.200691223144531,0.004394944757223129,0,-6.180890083312988,10.821308135986328,-0.1492551863193512,-0.9709687232971191,0.1869295835494995,-0.40201157331466675,1.738905906677246,-1.3241398334503174,0,3
0.5201840000000075,1760522892.0754292,71940.0,20000.0,45.0,8.408304214477539,0.003955450374633074,0,-6.203698635101318,10.814844131469727,-0.14856930077075958,-0.9710968732833862,0.1868101805448532,-0.3988345265388489,1.6919066905975342,-1.4050904512405396,0,3
0.5402040000000099,1760522892.100766,71941.0,20020.0,45.0,8.200691223144531,0.0035599053371697664,0,-6.2225823402404785,10.808483123779297,-0.1476810872554779,-0.9712581038475037,0.18667595088481903,-0.3905733823776245,1.5338078737258911,-1.5283546447753906,0,3
0.560212000000007,1760522892.101985,71942.0,20008.0,45.0,8.200691223144531,0.0032039147336035967,0,-6.237687110900879,10.802323341369629,-0.14676064252853394,-0.9714360237121582,0.1864762157201767,-0.37323421239852905,1.3245071172714233,-1.6461368799209595,0,3
0.5802200000000042,1760522892.131645,71943.0,20008.0,45.0,8.408304214477539,0.0028835232369601727,0,-6.250184059143066,10.796653747558594,-0.14603358507156372,-0.9716017246246338,0.1861831396818161,-0.33570653200149536,1.1263350248336792,-1.719517469406128,0,3
0.6002360000000024,1760522892.149819,71944.0,20016.0,45.0,8.200691223144531,0.0025951708666980267,0,-6.261713981628418,10.791982650756836,-0.14562827348709106,-0.9717437028884888,0.1857595294713974,-0.2643662095069885,0.9750592708587646,-1.7310266494750977,0,3
0.6202360000000056,1760522892.1509278,71945.0,20000.0,45.0,8.200691223144531,0.002335653640329838,0,-6.273743629455566,10.788795471191406,-0.14555466175079346,-0.9718647599220276,0.1851830780506134,-0.15859870612621307,0.877731442451477,-1.6883596181869507,0,3
0.6402360000000087,1760522892.19524,71947.0,20000.0,45.0,8.408304214477539,0.001891879364848137,0,-6.302829265594482,10.786526679992676,-0.14647138118743896,-0.9719552993774414,0.18398092687129974,0.036462754011154175,0.7668665647506714,-1.5351816415786743,0,3
0.6602400000000088,1760522892.222985,71948.0,20004.0,45.0,8.408304214477539,0.0017026914283633232,0,-6.320677280426025,10.7855863571167,-0.14746400713920593,-0.9718888401985168,0.1835387647151947,0.04620691388845444,0.7077493667602539,-1.4616541862487793,0,3
0.680244000000009,1760522892.2356749,71949.0,20004.0,45.0,8.200691223144531,0.0015324222622439265,0,-6.340901851654053,10.783291816711426,-0.14873141050338745,-0.9717390537261963,0.18330900371074677,-0.012104131281375885,0.6443470120429993,-1.3980332612991333,0,3
0.7002520000000061,1760522892.252112,71950.0,20008.0,45.0,8.200691223144531,0.0013791800010949373,0,-6.363437175750732,10.779695510864258,-0.15014654397964478,-0.9714869260787964,0.1834915578365326,-0.09429449588060379,0.6020752191543579,-1.3449784517288208,0,3
0.7202720000000085,1760522892.36515,71952.0,20020.0,45.0,8.200691223144531,0.0011171357473358512,0,-6.4133782386779785,10.774459838867188,-0.1528584063053131,-0.9707103967666626,0.18535281717777252,-0.1208571121096611,0.690589189529419,-1.3127517700195312,0,3
0.7402800000000056,1760522892.390913,71953.0,20008.0,45.0,8.200691223144531,0.0010054220911115408,0,-6.438637733459473,10.775467872619629,-0.15388229489326477,-0.9702948331832886,0.18667666614055634,-0.06659723818302155,0.7993211150169373,-1.362593173980713,0,3
0.760300000000008,1760522892.392554,71954.0,20020.0,45.0,8.408304214477539,0.0009048798820003867,0,-6.4623823165893555,10.777986526489258,-0.15457406640052795,-0.9699591994285583,0.1878458857536316,-0.06027727574110031,0.8947998285293579,-1.4578800201416016,0,3
0.7803080000000051,1760522892.394104,71955.0,20008.0,45.0,7.993080139160156,0.0008143918821588159,0,-6.483771800994873,10.779064178466797,-0.15494763851165771,-0.9697508811950684,0.18861204385757446,-0.17802809178829193,0.9514536261558533,-1.577723741531372,0,3
0.8003240000000034,1760522892.396895,71956.0,20016.0,45.0,8.408304214477539,0.0007329526706598699,0,-6.502678394317627,10.775343894958496,-0.15504351258277893,-0.9696858525276184,0.18886755406856537,-0.43731439113616943,0.9698666334152222,-1.6888471841812134,0,3
0.8203440000000057,1760522892.406585,71957.0,20020.0,45.0,8.200691223144531,0.000659657409414649,0,-6.519705772399902,10.764402389526367,-0.1549440175294876,-0.969760537147522,0.18856538832187653,-0.7911635637283325,0.9727111458778381,-1.7588741779327393,0,3
0.840356000000007,1760522892.4079008,71958.0,20012.0,45.0,8.408304214477539,0.005476505029946566,0,-6.535893440246582,10.745360374450684,-0.1547619253396988,-0.9699674248695374,0.1876486837863922,-1.160017967224121,0.9981986284255981,-1.771681547164917,0,3
0.8603640000000041,1760522892.44432,71959.0,20008.0,45.0,8.200691223144531,0.004928854294121265,0,-6.5522236824035645,10.718703269958496,-0.15458546578884125,-0.9703029990196228,0.18605254590511322,-1.471491813659668,1.0753731727600098,-1.7343860864639282,0,3
0.8803760000000054,1760522892.46205,71960.0,20012.0,45.0,8.200691223144531,0.0044359685853123665,0,-6.569278240203857,10.685768127441406,-0.15451575815677643,-0.9707260727882385,0.18389098346233368,-1.6886441707611084,1.1942648887634277,-1.672690749168396,0,3
0.9003800000000055,1760522892.4993868,71961.0,20004.0,44.0,8.408304214477539,0.00399237172678113,0,-6.587080001831055,10.64851188659668,-0.15465906262397766,-0.9711259603500366,0.18164508044719696,-1.8077449798583984,1.3090872764587402,-1.6218308210372925,0,3
0.9204000000000079,1760522892.512362,71962.0,20020.0,44.0,8.408304214477539,0.0035931344609707594,0,-6.604988098144531,10.609406471252441,-0.15505796670913696,-0.9713993668556213,0.17983411252498627,-1.8317923545837402,1.3785412311553955,-1.6191344261169434,0,3
0.940408000000005,1760522892.521269,71963.0,20008.0,44.0,8.200691223144531,0.0032338208984583616,0,-6.621793270111084,10.57114315032959,-0.15566648542881012,-0.9715355634689331,0.17856837809085846,-1.7535825967788696,1.3857812881469727,-1.691558599472046,0,3
0.9604160000000022,1760522892.555564,71964.0,20008.0,44.0,8.200691223144531,0.0029104386921972036,0,-6.636001110076904,10.536477088928223,-0.1562778800725937,-0.9715878367424011,0.1777479201555252,-1.5607270002365112,1.340395450592041,-1.8423024415969849,0,3
0.9804280000000034,1760522892.557007,71965.0,20012.0,44.0,8.408304214477539,0.002619394799694419,0,-6.646124362945557,10.50821590423584,-0.15660691261291504,-0.9715984463691711,0.17739960551261902,-1.2489523887634277,1.290649175643921,-2.055375099182129,0,3
1.0004320000000035,1760522892.569788,71966.0,20004.0,44.0,8.200691223144531,0.002357455203309655,0,-6.6508684158325195,10.488539695739746,-0.15645943582057953,-0.9716252684593201,0.17738308012485504,-0.8385685682296753,1.2893768548965454,-2.3106188774108887,0,3
1.0204320000000067,1760522892.667806,71968.0,20000.0,44.0,8.200691223144531,0.0019095385214313865,0,-6.640769958496094,10.475621223449707,-0.15468554198741913,-0.9719793796539307,0.17699839174747467,0.03706479072570801,1.3235132694244385,-2.873821258544922,0,3
1.040444000000008,1760522892.684928,71969.0,20012.0,44.0,8.200691223144531,0.00171858468092978,0,-6.625852108001709,10.479092597961426,-0.15348730981349945,-0.9722306132316589,0.17666159570217133,0.35765647888183594,1.2115199565887451,-3.139228582382202,0,3
1.060448000000008,1760522892.695256,71970.0,20004.0,44.0,8.200691223144531,0.001546726212836802,0,-6.605687618255615,10.486128807067871,-0.15244530141353607,-0.9723960161209106,0.17665351927280426,0.5452858209609985,0.9920722246170044,-3.359459400177002,0,3
1.0804520000000082,1760522892.696564,71971.0,20004.0,44.0,8.200691223144531,0.0013920535566285253,0,-6.582329750061035,10.494808197021484,-0.1518038958311081,-0.9724038243293762,0.1771617829799652,0.6067591905593872,0.7255098819732666,-3.505250930786133,0,3
1.1004640000000094,1760522892.7203588,71972.0,20012.0,44.0,8.408304214477539,0.0012528481893241405,0,-6.558575630187988,10.503564834594727,-0.151728093624115,-0.9722501635551453,0.17806775867938995,0.5652316808700562,0.4801315665245056,-3.5462546348571777,0,3
1.1204760000000107,1760522892.7370949,71973.0,20012.0,44.0,8.200691223144531,0.0011275633005425334,0,-6.537367343902588,10.510971069335938,-0.15214058756828308,-0.9719905853271484,0.1791299730539322,0.440670371055603,0.315343976020813,-3.4671950340270996,0,3
1.140488000000012,1760522892.775595,71974.0,20012.0,44.0,8.408304214477539,0.0010148069122806191,0,-6.520850658416748,10.51576042175293,-0.1527172327041626,-0.9717146754264832,0.1801336705684662,0.2534097731113434,0.2729755938053131,-3.2858777046203613,0,3
1.160492000000012,1760522892.7891939,71975.0,20004.0,44.0,8.200691223144531,0.0009133262210525572,0,-6.509822368621826,10.51699161529541,-0.15314535796642303,-0.9715189933776855,0.18082402646541595,0.03448796272277832,0.3530932068824768,-3.049657106399536,0,3
1.1804920000000152,1760522892.7984672,71976.0,20000.0,44.0,8.200691223144531,0.000821993569843471,0,-6.503734111785889,10.514235496520996,-0.15327395498752594,-0.9714675545692444,0.1809912770986557,-0.17798225581645966,0.5110516548156738,-2.816890001296997,0,3
1.2005040000000164,1760522892.828017,71977.0,20012.0,44.0,8.200691223144531,0.0007397941662929952,0,-6.5009989738464355,10.507709503173828,-0.15307196974754333,-0.9715638756752014,0.18064536154270172,-0.35193493962287903,0.6830642819404602,-2.6392974853515625,0,3
1.2205080000000166,1760522892.840509,71978.0,20004.0,44.0,8.408304214477539,0.0006658147322013974,0,-6.499505519866943,10.498147964477539,-0.15259431302547455,-0.9717729687690735,0.17992296814918518,-0.4692288041114807,0.8129093647003174,-2.5487396717071533,0,3
1.2405240000000148,1760522892.849437,71979.0,20016.0,44.0,8.408304214477539,0.0005992332589812577,0,-6.497171878814697,10.486571311950684,-0.15194597840309143,-0.9720505475997925,0.17896993458271027,-0.5234046578407288,0.8691000938415527,-2.552515983581543,0,3
1.260528000000015,1760522892.8667378,71980.0,20004.0,44.0,8.408304214477539,0.0005393099272623658,0,-6.4924702644348145,10.474209785461426,-0.15130913257598877,-0.9723378419876099,0.17794597148895264,-0.5126036405563354,0.8494414687156677,-2.635683536529541,0,3
1.2805400000000162,1760522892.867836,71981.0,20012.0,44.0,8.408304214477539,0.00048537892871536314,0,-6.484872817993164,10.462510108947754,-0.15092606842517853,-0.9725708365440369,0.1769949197769165,-0.4336228370666504,0.7727891206741333,-2.7636189460754395,0,3
1.3005560000000145,1760522892.976235,71983.0,20016.0,44.0,8.200691223144531,0.00039315689355134964,0,-6.464258193969727,10.447846412658691,-0.15138936042785645,-0.9727059602737427,0.17585334181785583,-0.060692667961120605,0.562563419342041,-2.967438220977783,0,3
1.3205560000000176,1760522892.989512,71984.0,20000.0,44.0,8.200691223144531,0.0003538411983754486,0,-6.454153060913086,10.447968482971191,-0.15204131603240967,-0.9725963473320007,0.17589719593524933,0.20676305890083313,0.5046837329864502,-2.9855728149414062,0,3
1.3405600000000177,1760522892.9912598,71985.0,20004.0,44.0,8.408304214477539,0.00031845708144828677,0,-6.445481777191162,10.454010009765625,-0.1526704579591751,-0.9724180698394775,0.17633697390556335,0.4814153015613556,0.5209671258926392,-2.9613118171691895,0,3
1.3605640000000179,1760522893.029452,71986.0,20004.0,44.0,8.408304214477539,0.0002866113791242242,0,-6.438206672668457,10.465384483337402,-0.15316978096961975,-0.9722257256507874,0.17696379125118256,0.7211816906929016,0.6044715642929077,-2.9299635887145996,0,3
1.380572000000015,1760522893.043064,71987.0,20008.0,44.0,8.200691223144531,0.00025795024703256786,0,-6.431665897369385,10.480660438537598,-0.15354695916175842,-0.9720520377159119,0.17759016156196594,0.8935598134994507,0.7176985740661621,-2.9236695766448975,0,3
1.4005840000000163,1760522893.055128,71989.0,20012.0,44.0,8.200691223144531,0.00020893968758173287,0,-6.416658878326416,10.515905380249023,-0.1538531482219696,-0.9717835187911987,0.17879055440425873,0.9854272603988647,0.8845943212509155,-3.0418219566345215,0,3
1.4206000000000145,1760522893.08043,71990.0,20016.0,44.0,8.408304214477539,0.0001880457130027935,0,-6.406197547912598,10.532913208007812,-0.15369567275047302,-0.9716851711273193,0.17945939302444458,0.920793354511261,0.9169166088104248,-3.157811164855957,0,3
1.4406120000000158,1760522893.081702,71991.0,20012.0,44.0,8.200691223144531,0.00016924113151617348,0,-6.3930983543396,10.547820091247559,-0.15335313975811005,-0.9716176986694336,0.18011656403541565,0.7919370532035828,0.9316997528076172,-3.2835988998413086,0,3
1.460612000000019,1760522893.099424,71992.0,20000.0,44.0,7.993080139160156,0.00015231702127493918,0,-6.377811908721924,10.558879852294922,-0.15290938317775726,-0.9716026186943054,0.1805742233991623,0.5840547680854797,0.94793301820755,-3.3826262950897217,0,3
1.480620000000016,1760522893.137894,71993.0,20008.0,44.0,8.200691223144531,0.00013708531332667917,0,-6.36152982711792,10.564122200012207,-0.15240773558616638,-0.9716642498970032,0.18066655099391937,0.2938634753227234,0.9882912039756775,-3.4189884662628174,0,3
1.5006320000000173,1760522893.1510882,71994.0,20012.0,44.0,8.200691223144531,0.00012337678344920278,0,-6.3457350730896,10.562464714050293,-0.15180514752864838,-0.971801221370697,0.18043725192546844,-0.03801843523979187,1.0742350816726685,-3.374131202697754,0,3
1.5206480000000155,1760522893.1599638,71995.0,20016.0,44.0,8.200691223144531,0.00011103910219389945,0,-6.331644535064697,10.55458927154541,-0.1510392129421234,-0.9719840288162231,0.1800951063632965,-0.3350653052330017,1.2075408697128296,-3.256631851196289,0,3
1.5406480000000187,1760522893.267662,71997.0,20000.0,44.0,8.200691223144531,8.994167001219466e-05,0,-6.310388565063477,10.52938461303711,-0.14929793775081635,-0.9723992943763733,0.1793031543493271,-0.5809221267700195,1.463325023651123,-2.942627429962158,0,3
1.5606480000000218,1760522893.289346,71998.0,20000.0,44.0,8.200691223144531,8.094750228337944e-05,0,-6.3023223876953125,10.517058372497559,-0.14847467839717865,-0.9726158976554871,0.17881159484386444,-0.5144982933998108,1.4845452308654785,-2.8289546966552734,0,3
1.580660000000023,1760522893.2906828,71999.0,20012.0,44.0,8.200691223144531,7.285275205504149e-05,0,-6.294295787811279,10.507530212402344,-0.1476936936378479,-0.9728163480758667,0.1783677041530609,-0.3563208281993866,1.4174399375915527,-2.7875125408172607,0,3
1.6006760000000213,1760522893.291976,72000.0,20016.0,44.0,8.200691223144531,6.55674739391543e-05,0,-6.284893989562988,10.50240421295166,-0.14700771868228912,-0.9729583263397217,0.17815947532653809,-0.12790796160697937,1.2934315204620361,-2.824329137802124,0,3
1.6206760000000244,1760522893.294163,72001.0,20000.0,44.0,8.408304214477539,5.901072654523887e-05,0,-6.273275852203369,10.503033638000488,-0.1464976668357849,-0.9730079770088196,0.1783084273338318,0.15240953862667084,1.1513328552246094,-2.916579246520996,0,3
1.6406840000000216,1760522893.334235,72002.0,20008.0,44.0,8.408304214477539,5.310965207172558e-05,0,-6.25955057144165,10.510016441345215,-0.14621667563915253,-0.9729631543159485,0.17878295481204987,0.44917041063308716,1.0246553421020508,-3.01981782913208,0,3
1.6606920000000187,1760522893.352582,72003.0,20008.0,44.0,8.200691223144531,4.779868686455302e-05,0,-6.244716167449951,10.522663116455078,-0.1461145430803299,-0.9728674292564392,0.17938683927059174,0.7091196775436401,0.9413393139839172,-3.085265636444092,0,3
1.6806920000000218,1760522893.353823,72004.0,20000.0,44.0,7.993080139160156,4.301881563151255e-05,0,-6.230167388916016,10.539274215698242,-0.14604781568050385,-0.9727696776390076,0.17996956408023834,0.8893734812736511,0.9271933436393738,-3.082766056060791,0,3
1.700700000000019,1760522893.3550222,72005.0,20008.0,44.0,8.408304214477539,3.871693479595706e-05,0,-6.217090606689453,10.558259963989258,-0.14588984847068787,-0.972669243812561,0.18063990771770477,0.9874604344367981,0.9973092675209045,-3.014094352722168,0,3
1.7207160000000172,1760522893.3892841,72006.0,20016.0,44.0,8.200691223144531,3.484524131636135e-05,0,-6.20609188079834,10.578720092773438,-0.1456148475408554,-0.9725655913352966,0.18141776323318481,1.0357441902160645,1.130110502243042,-2.9061601161956787,0,3
1.7407240000000144,1760522893.4024682,72007.0,20008.0,44.0,8.200691223144531,3.1360716093331575e-05,0,-6.1972455978393555,10.599751472473145,-0.14529776573181152,-0.9725217819213867,0.18190692365169525,1.056856632232666,1.2627967596054077,-2.7893357276916504,0,3
1.7607240000000175,1760522893.4116428,72008.0,20000.0,44.0,8.408304214477539,2.8224643756402656e-05,0,-6.190265655517578,10.619819641113281,-0.1449592113494873,-0.9725834131240845,0.1818470060825348,1.0333106517791748,1.3404541015625,-2.682650327682495,0,3
1.7807320000000146,1760522893.4399638,72009.0,20008.0,44.0,8.408304214477539,2.5402177925570868e-05,0,-6.184588432312012,10.63721752166748,-0.14452917873859406,-0.9727011919021606,0.18155886232852936,0.9355869889259338,1.368444561958313,-2.5969934463500977,0,3
1.8007320000000178,1760522893.441356,72010.0,20000.0,44.0,8.408304214477539,2.286195922351908e-05,0,-6.179563522338867,10.651094436645508,-0.14400939643383026,-0.9727725982666016,0.1815897822380066,0.7726946473121643,1.3922240734100342,-2.538325309753418,0,3
1.820744000000019,1760522893.474934,72011.0,20012.0,46.0,8.200691223144531,2.057576239167247e-05,0,-6.174722671508789,10.66191577911377,-0.14352013170719147,-0.9727305173873901,0.18220119178295135,0.5950202941894531,1.4344768524169922,-2.5056490898132324,0,3
1.8407480000000191,1760522893.567487,72013.0,20004.0,46.0,8.200691223144531,1.666636671870947e-05,0,-6.165201663970947,10.677186012268066,-0.14311306178569794,-0.9724622964859009,0.18394502997398376,0.2956341803073883,1.465220332145691,-2.4863638877868652,0,3
1.8607520000000193,1760522893.590537,72014.0,20004.0,46.0,8.200691223144531,1.4999729501141701e-05,0,-6.160950660705566,10.680872917175293,-0.14336037635803223,-0.9723167419433594,0.1845206618309021,0.11839562654495239,1.4042651653289795,-2.4844279289245605,0,3
1.8807680000000175,1760522893.5943701,72015.0,20016.0,46.0,8.408304214477539,1.349975627817912e-05,0,-6.157548904418945,10.680474281311035,-0.14398154616355896,-0.9721532464027405,0.1848984956741333,-0.10999514162540436,1.3076541423797607,-2.483402729034424,0,3
1.9007840000000158,1760522893.595691,72016.0,20016.0,46.0,8.200691223144531,1.2149780559411738e-05,0,-6.155585765838623,10.675130844116211,-0.14495664834976196,-0.9719775915145874,0.1850598305463791,-0.37399113178253174,1.2017323970794678,-2.472398042678833,0,3
1.920796000000017,1760522893.642774,72018.0,20012.0,46.0,8.200691223144531,9.841322025749832e-06,0,-6.158411502838135,10.649933815002441,-0.14704573154449463,-0.971705436706543,0.18484073877334595,-0.8602772951126099,1.052553415298462,-2.362368583679199,0,3
1.9407960000000202,1760522893.661304,72019.0,20000.0,46.0,8.200691223144531,8.857189641275909e-06,0,-6.1637163162231445,10.632558822631836,-0.14772778749465942,-0.9716506004333496,0.1845850944519043,-0.9950560331344604,1.0191832780838013,-2.2666091918945312,0,3
1.9608000000000203,1760522893.6625469,72020.0,20004.0,46.0,8.200691223144531,7.971470040502027e-06,0,-6.171293258666992,10.614598274230957,-0.14816239476203918,-0.9716514945030212,0.1842319220304489,-1.0221529006958008,0.9901782274246216,-2.1708083152770996,0,3
1.9808120000000216,1760522893.7018502,72021.0,20012.0,46.0,8.408304214477539,7.174322945502354e-06,0,-6.180344581604004,10.597722053527832,-0.14844469726085663,-0.971685528755188,0.1838243007659912,-0.9611351490020752,0.9482616186141968,-2.1041526794433594,0,3
2.0008120000000247,1760522893.711024,72022.0,20000.0,46.0,8.200691223144531,6.456890332628973e-06,0,-6.18971061706543,10.582684516906738,-0.14865772426128387,-0.9717382788658142,0.18337291479110718,-0.8577518463134766,0.8779301047325134,-2.090939998626709,0,3
2.020816000000025,1760522893.712339,72023.0,20004.0,46.0,8.200691223144531,5.811200935568195e-06,0,-6.1981329917907715,10.569114685058594,-0.1488242745399475,-0.9718354344367981,0.18272201716899872,-0.7593048810958862,0.7645357847213745,-2.1384122371673584,0,3
2.040820000000025,1760522893.753246,72024.0,20004.0,46.0,8.200691223144531,5.230080660112435e-06,0,-6.204787731170654,10.555846214294434,-0.14902909100055695,-0.9719882607460022,0.18173900246620178,-0.698958694934845,0.6047056913375854,-2.230666160583496,0,3
2.060832000000026,1760522893.772236,72025.0,20012.0,46.0,8.408304214477539,4.707072548626456e-06,0,-6.209837913513184,10.541702270507812,-0.14950419962406158,-0.9721351265907288,0.18055951595306396,-0.6870430707931519,0.41417625546455383,-2.3323330879211426,0,3
2.0808480000000245,1760522893.77348,72026.0,20016.0,46.0,8.408304214477539,4.236365384713281e-06,0,-6.214471340179443,10.525997161865234,-0.15040649473667145,-0.9722098112106323,0.17940454185009003,-0.7131701111793518,0.23451361060142517,-2.4007740020751953,0,3
